hour,month,seasonal_mean,regime
21,11,0.017166666666666667,regime_3
21,12,1.9427717391304347,regime_3
22,1,0.0064516129032258064,regime_3
22,2,0.868735294117647,regime_3
22,3,0.29774193548387096,regime_3
22,4,0.4170555555555556,regime_3
22,5,0.051532258064516126,regime_3
22,6,0.005527777777777778,regime_3
22,7,0.5122311827956989,regime_3
22,8,0.06618279569892474,regime_3
22,9,5.555555555555556e-05,regime_3
22,10,0.0014516129032258066,regime_3
22,11,0.06130555555555556,regime_3
22,12,0.24364130434782608,regime_3
23,1,0.003413978494623656,regime_3
23,2,8.14635294117647,regime_3
23,3,0.09048387096774195,regime_3
23,4,0.04844444444444445,regime_3
23,5,0.013172043010752688,regime_3
23,6,0.00075,regime_3
23,7,0.018145161290322582,regime_3
23,8,0.00026881720430107527,regime_3
23,9,0.0,regime_3
23,10,0.0007795698924731183,regime_3
23,11,0.02338888888888889,regime_3
23,12,0.07315217391304348,regime_3
